,AREA,PERIMETER,ANGLE,FERET,FERETX,FERETY,FERETZ,MINFERET,LENGTH,TYPE,,,,,,,,,,,
2,24,23,-90,23,601,285,90,0,23,Fourth,,,,,,,,,,,
3,53,52.498,-17.745,52.498,582,288,162.255,0,52.498,Fourth,,,,,,,,,,,
4,47,46.098,-155.659,46.098,580,304,24.341,0,46.098,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,76,75,0,75,423,525,0,0,75,Fourth,,,,,,,,,,,
2,28,27,-90,27,465,513,90,0,27,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,59,58.31,-5.906,58.31,512,456,174.094,0,58.31,Fourth,,,,,,,,,,,
2,21,20.396,-101.31,20.396,542,464,78.69,0,20.396,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,77,75.954,-9.09,75.954,618,708,170.91,0,75.954,Fourth,,,,,,,,,,,
2,31,30,-90,30,657,702,90,0,30,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,87,86.093,2.663,86.093,564,484,2.663,0,86.093,Fourth,,,,,,,,,,,
2,35,34,-90,34,604,470,90,0,34,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,91,90.2,3.814,90.2,530,470,3.814,0,90.2,Fourth,,,,,,,,,,,
2,33,32.249,-82.875,32.249,576,448,97.125,0,32.249,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,93,91.782,11.31,91.782,579,561,11.31,0,91.782,Fourth,,,,,,,,,,,
2,38,37.108,-75.964,37.108,618,537,104.036,0,37.108,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,103,101.98,-11.31,101.98,484,480,168.69,0,101.98,Fourth,,,,,,,,,,,
2,39,38.471,-117.897,38.471,522,516,62.103,0,38.471,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,105,104.173,3.302,104.173,574,474,3.302,8.88E-16,104.173,Fourth,,,,,,,,,,,
2,37,36,-90,36,626,448,90,0,36,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,103,102.313,-4.485,102.313,534,520,175.515,0,102.313,Fourth,,,,,,,,,,,
2,31,30,-90,30,590,512,90,0,30,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,110,109.037,7.907,109.037,579,630,7.907,1.78E-15,109.037,Fourth,,,,,,,,,,,
2,37,36.249,-65.556,36.249,630,609,114.444,0,36.249,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,103,102,0,102,585,612,0,0,102,Fourth,,,,,,,,,,,
2,40,39.115,-85.601,39.115,636,597,94.399,0,39.115,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,92,91.241,9.462,91.241,489,714,9.462,0,91.241,Fourth,,,,,,,,,,,
2,26,24.739,-75.964,24.739,531,696,104.036,0,24.739,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,96,94.726,10.954,94.726,537,690,10.954,3.55E-15,94.726,Fourth,,,,,,,,,,,
2,39,37.947,-71.565,37.947,579,660,108.435,1.78E-15,37.947,Fourth,,,,,,,,,,,
3,91,90.449,-5.711,90.449,543,675,174.289,0,90.449,Fourth,,,,,,,,,,,
4,84,83.355,-149.744,83.355,543,696,30.256,0,83.355,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,56,54.589,-8.427,54.589,660,432,171.573,0,54.589,Fourth,,,,,,,,,,,
2,19,18,-90,18,686,430,90,0,18,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,62,61.188,-11.31,61.188,543,678,168.69,1.78E-15,61.188,Fourth,,,,,,,,,,,
2,25,24.187,-97.125,24.187,573,696,82.875,0,24.187,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,59,58.138,-3.945,58.138,638,532,176.055,0,58.138,Fourth,,,,,,,,,,,
2,21,20,-90,20,670,524,90,0,20,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,67,66.483,-15.709,66.483,622,476,164.291,0,66.483,Fourth,,,,,,,,,,,
2,26,25.298,-108.435,25.298,650,496,71.565,0,25.298,Fourth,,,,,,,,,,,
3,56,54.589,-28.443,54.589,634,472,151.557,3.55E-15,54.589,Fourth,,,,,,,,,,,
4,65,64.281,-174.644,64.281,622,488,5.356,0,64.281,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,85,84.095,2.726,84.095,654,592,2.726,0,84.095,Fourth,,,,,,,,,,,
2,31,30.265,-82.405,30.265,694,580,97.595,0,30.265,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,73,72.443,6.34,72.443,662,552,6.34,0,72.443,Fourth,,,,,,,,,,,
2,29,28.284,-81.87,28.284,698,532,98.13,0,28.284,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,69,67.676,-18.97,67.676,602,484,161.03,0,67.676,Fourth,,,,,,,,,,,
2,29,27.857,-111.038,27.857,624,506,68.962,0,27.857,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,76,74.967,-9.211,74.967,576,548,170.789,0,74.967,Fourth,,,,,,,,,,,
2,25,24,-90,24,614,544,90,0,24,Fourth,,,,,,,,,,,
3,73,72.111,-19.44,72.111,576,544,160.56,3.55E-15,72.111,Fourth,,,,,,,,,,,
4,57,56.462,-157.068,56.462,596,568,22.932,0,56.462,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,60,58.549,7.853,58.549,618,412,7.853,0,58.549,Fourth,,,,,,,,,,,
2,27,26.306,-81.254,26.306,646,394,98.746,0,26.306,Fourth,,,,,,,,,,,
3,45,44.272,-18.435,44.272,630,398,161.565,0,44.272,Fourth,,,,,,,,,,,
4,49,48.374,-150.255,48.374,628,418,29.745,0,48.374,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,62,60.926,-23.199,60.926,634,356,156.801,0,60.926,Fourth,,,,,,,,,,,
2,28,27.203,-107.103,27.203,662,382,72.897,0,27.203,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,57,56.321,6.116,56.321,578,466,6.116,0,56.321,Fourth,,,,,,,,,,,
2,23,22.091,-84.806,22.091,606,450,95.194,0,22.091,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,59,58.31,-30.964,58.31,624,496,149.036,3.55E-15,58.31,Fourth,,,,,,,,,,,
2,24,23.409,-109.983,23.409,646,524,70.017,0,23.409,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,68,67.082,-26.565,67.082,590,608,153.435,0,67.082,Fourth,,,,,,,,,,,
2,27,26.077,-122.471,26.077,614,630,57.529,0,26.077,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,67,65.513,-12.339,65.513,572,462,167.661,0,65.513,Fourth,,,,,,,,,,,
2,25,24.166,-114.444,24.166,602,478,65.556,0,24.166,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,63,61.612,-13.134,61.612,614,492,166.866,1.78E-15,61.612,Fourth,,,,,,,,,,,
2,28,26.833,-116.565,26.833,642,512,63.435,0,26.833,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,47,46,0,46,522,432,0,0,46,Fourth,,,,,,,,,,,
2,25,24.083,-85.236,24.083,546,420,94.764,0,24.083,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,76,75.286,-16.991,75.286,602,446,163.009,0,75.286,Fourth,,,,,,,,,,,
2,30,28.636,-114.775,28.636,634,470,65.225,0,28.636,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,90,88.64,-23.962,88.64,639,585,156.038,0,88.64,Fourth,,,,,,,,,,,
2,29,28.302,-122.005,28.302,675,615,57.995,0,28.302,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,87,85.907,-24.775,85.907,645,588,155.225,0,85.907,Fourth,,,,,,,,,,,
2,29,28.302,-122.005,28.302,678,618,57.995,0,28.302,Fourth,,,,,,,,,,,
,,,,,,,,,,Fourth,,,,,,,,,,,
1,73,72.125,-16.928,72.125,624,657,163.072,0,72.125,Fourth,,,,,,,,,,,
2,33,32.311,-111.801,32.311,654,678,68.199,0,32.311,Fourth,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
1,1080,258,0,120.337,501,645,175.711,9,0,Fifth,,,,,,,,,,,
2,43,42,-90,42,573,624,90,0,42,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,118,117,0,117,483,606,0,0,117,Fifth,,,,,,,,,,,
2,43,42.107,-85.914,42.107,543,594,94.086,4.44E-16,42.107,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,97,96.047,-1.79,96.047,498,591,178.21,0,96.047,Fifth,,,,,,,,,,,
2,43,42,-90,42,552,570,90,0,42,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,94,93.193,3.691,93.193,423,642,3.691,8.88E-16,93.193,Fifth,,,,,,,,,,,
2,31,30,90,30,471,630,90,0,30,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,86,84.853,8.13,84.853,381,522,8.13,0,84.853,Fifth,,,,,,,,,,,
2,37,36.125,-85.236,36.125,417,498,94.764,0,36.125,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,100,99.045,-1.736,99.045,384,636,178.264,4.44E-16,99.045,Fifth,,,,,,,,,,,
2,40,39,90,39,435,624,90,0,39,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,84,82.976,12.529,82.976,564,546,12.529,0,82.976,Fifth,,,,,,,,,,,
2,35,33.541,-79.695,33.541,600,516,100.305,8.88E-16,33.541,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,88,87.207,-3.945,87.207,405,576,176.055,0,87.207,Fifth,,,,,,,,,,,
2,34,33,-90,33,453,558,90,0,33,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,119,117.958,7.306,117.958,516,528,7.306,1.78E-15,117.958,Fifth,,,,,,,,,,,
2,40,39.459,-81.254,39.459,567,501,98.746,0,39.459,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,108,107.205,17.928,107.205,513,585,17.928,3.55E-15,107.205,Fifth,,,,,,,,,,,
2,46,45.398,-82.405,45.398,567,549,97.595,0,45.398,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,107,106.066,8.13,106.066,483,564,8.13,0,106.066,Fifth,,,,,,,,,,,
2,45,43.681,-74.055,43.681,525,534,105.945,1.78E-15,43.681,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,85,84.481,16.504,84.481,489,570,16.504,0,84.481,Fifth,,,,,,,,,,,
2,47,45.695,-66.801,45.695,525,534,113.199,0,45.695,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,101,100.13,8.616,100.13,591,663,8.616,0,100.13,Fifth,,,,,,,,,,,
2,49,48.374,-82.875,48.374,630,636,97.125,0,48.374,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,94,93.193,-3.691,93.193,495,654,176.309,0,93.193,Fifth,,,,,,,,,,,
2,37,36,-90,36,549,636,90,0,36,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,94,93.434,5.528,93.434,375,561,5.528,0,93.434,Fifth,,,,,,,,,,,
2,37,36.125,-85.236,36.125,420,546,94.764,0,36.125,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,60,59.093,23.962,59.093,333,849,23.962,0,59.093,Fifth,,,,,,,,,,,
2,27,25.807,-54.462,25.807,351,822,125.538,0,25.807,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,89,87.824,7.853,87.824,411,696,7.853,0,87.824,Fifth,,,,,,,,,,,
2,37,36.497,-80.538,36.497,453,678,99.462,0,36.497,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,80,79.429,10.886,79.429,333,723,10.886,1.78E-15,79.429,Fifth,,,,,,,,,,,
2,37,36.497,-80.538,36.497,369,696,99.462,0,36.497,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,70,69.26,4.97,69.26,315,693,4.97,0,69.26,Fifth,,,,,,,,,,,
2,31,30,-90,30,354,675,90,0,30,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,121,119.775,22.068,119.775,426,618,22.068,0,119.775,Fifth,,,,,,,,,,,
2,49,48.374,-60.255,48.374,471,570,119.745,0,48.374,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,97,96.047,-1.79,96.047,396,516,178.21,0,96.047,Fifth,,,,,,,,,,,
2,43,42,-90,42,447,492,90,0,42,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,104,103.446,16.858,103.446,384,612,16.858,0,103.446,Fifth,,,,,,,,,,,
2,43,41.677,-59.744,41.677,423,588,120.256,0,41.677,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,91,90.2,-3.814,90.2,438,591,176.186,0,90.2,Fifth,,,,,,,,,,,
2,34,33.136,-84.806,33.136,483,585,95.194,0,33.136,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,106,105.043,-1.637,105.043,585,552,178.363,0,105.043,Fifth,,,,,,,,,,,
2,43,42,-90,42,645,537,90,0,42,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,94,93,0,93,399,675,0,0,93,Fifth,,,,,,,,,,,
2,37,36,-90,36,444,657,90,0,36,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,107,106.066,-8.13,106.066,450,618,171.87,0,106.066,Fifth,,,,,,,,,,,
2,32,30.594,-101.31,30.594,510,645,78.69,8.88E-16,30.594,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,94,93.193,3.691,93.193,393,621,3.691,8.88E-16,93.193,Fifth,,,,,,,,,,,
2,34,33.136,-84.806,33.136,435,603,95.194,0,33.136,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,78,76.662,30.579,76.662,438,624,30.579,0,76.662,Fifth,,,,,,,,,,,
2,32,30.887,-60.945,30.887,468,591,119.055,0,30.887,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,95,94.154,22.479,94.154,483,729,22.479,0,94.154,Fifth,,,,,,,,,,,
2,38,36.62,-55.008,36.62,519,693,124.992,0,36.62,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,107,106.405,21.501,106.405,480,732,21.501,0,106.405,Fifth,,,,,,,,,,,
2,42,40.804,-53.973,40.804,516,693,126.027,0,40.804,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,100,99,0,99,486,687,0,0,99,Fifth,,,,,,,,,,,
2,40,39,-90,39,531,672,90,0,39,Fifth,,,,,,,,,,,
,,,,,,,,,,Fifth,,,,,,,,,,,
1,104,103.446,16.858,103.446,477,798,16.858,0,103.446,Fifth,,,,,,,,,,,
2,45,44.294,-61.699,44.294,522,771,118.301,0,44.294,Fifth,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
1,122,219.323,120.599,-5.711,120.599,495,687,1.78E-15,120.599,Sixth,,,,,,,,,,,
2,134,222.014,133.154,22.521,133.154,501,717,7.11E-15,133.154,Sixth,,,,,,,,,,,
3,99,219.739,98.407,-37.569,98.407,519,669,0,98.407,Sixth,,,,,,,,,,,
4,70,221.69,69.065,-92.49,69.065,561,732,4.44E-16,69.065,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,110,243.818,109.49,-9.462,109.49,498,687,0,109.49,Sixth,,,,,,,,,,,
2,84,237.447,83.409,-37.694,83.409,522,672,0,83.409,Sixth,,,,,,,,,,,
3,89,246.78,88.233,17.819,88.233,507,708,0,88.233,Sixth,,,,,,,,,,,
4,46,247.457,45,90,45,558,675,0,45,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,102,231.696,100.623,-10.305,100.623,519,753,0,100.623,Sixth,,,,,,,,,,,
2,80,242.79,78.518,-43.452,78.518,546,735,0,78.518,Sixth,,,,,,,,,,,
3,95,245.675,94.202,9.162,94.202,534,765,0,94.202,Sixth,,,,,,,,,,,
4,59,240.016,58.249,78.111,58.249,582,789,0,58.249,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,110,237.285,109.037,-7.907,109.037,528,690,0,109.037,Sixth,,,,,,,,,,,
2,74,240.676,73.239,-34.992,73.239,546,675,0,73.239,Sixth,,,,,,,,,,,
3,86,241.682,85.381,18.435,85.381,543,702,0,85.381,Sixth,,,,,,,,,,,
4,49,247.764,48.374,82.875,48.374,588,717,0,48.374,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,109,227.209,108.374,-4.764,108.374,531,663,0,108.374,Sixth,,,,,,,,,,,
2,69,227.212,68.411,-37.875,68.411,561,642,0,68.411,Sixth,,,,,,,,,,,
3,89,227.112,88.233,35.311,88.233,552,687,0,88.233,Sixth,,,,,,,,,,,
4,55,228.568,54.083,86.82,54.083,588,690,0,54.083,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,110,232.603,109.037,-7.907,109.037,420,750,0,109.037,Sixth,,,,,,,,,,,
2,79,237.114,78.23,-32.471,78.23,438,738,0,78.23,Sixth,,,,,,,,,,,
3,95,238.383,93.915,26.565,93.915,432,774,0,93.915,Sixth,,,,,,,,,,,
4,58,233.88,57.315,83.991,57.315,474,783,0,57.315,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,90,246.553,89.499,-13.57,89.499,555,756,0,89.499,Sixth,,,,,,,,,,,
2,65,249.664,63.781,-48.814,63.781,585,741,0,63.781,Sixth,,,,,,,,,,,
3,91,245.808,90.25,15.422,90.25,555,771,0,90.25,Sixth,,,,,,,,,,,
4,53,249.174,52.393,66.371,52.393,597,789,0,52.393,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,105,227.876,104.139,-11.634,104.139,510,675,0,104.139,Sixth,,,,,,,,,,,
2,80,229.58,78.518,-43.452,78.518,537,663,0,78.518,Sixth,,,,,,,,,,,
3,104,231.553,103.446,16.858,103.446,513,696,0,103.446,Sixth,,,,,,,,,,,
4,53,232.202,51.788,79.992,51.788,567,714,0,51.788,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,92,238.572,91.241,-9.462,91.241,543,780,0,91.241,Sixth,,,,,,,,,,,
2,78,236.556,76.837,-38.66,76.837,561,765,0,76.837,Sixth,,,,,,,,,,,
3,95,240.186,94.154,22.479,94.154,546,804,0,94.154,Sixth,,,,,,,,,,,
4,56,238.866,54.745,80.538,54.745,591,819,0,54.745,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,127,225.15,126,0,126,480,606,0,126,Sixth,,,,,,,,,,,
2,88,224.531,87.207,-26.565,87.207,510,588,0,87.207,Sixth,,,,,,,,,,,
3,114,226.541,112.929,39.611,112.929,501,639,0,112.929,Sixth,,,,,,,,,,,
4,62,227.796,61.188,101.31,61.188,540,579,0,61.188,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,91,232.261,90.25,-15.422,90.25,528,534,0,90.25,Sixth,,,,,,,,,,,
2,84,232.432,82.759,-43.531,82.759,540,516,0,82.759,Sixth,,,,,,,,,,,
3,102,235.243,100.578,17.354,100.578,522,555,0,100.578,Sixth,,,,,,,,,,,
4,50,235.197,48.836,79.38,48.836,573,573,1.78E-15,48.836,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,99,236.939,98.27,-12.339,98.27,498,591,3.55E-15,98.27,Sixth,,,,,,,,,,,
2,80,236.593,78.518,-46.548,78.518,522,570,0,78.518,Sixth,,,,,,,,,,,
3,96,235.905,95.341,12.724,95.341,504,603,0,95.341,Sixth,,,,,,,,,,,
4,56,233.741,55.317,77.471,55.317,546,624,0,55.317,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,112,233.378,111,0,111,498,717,0,111,Sixth,,,,,,,,,,,
2,95,231.13,94.154,-30.651,94.154,513,690,0,94.154,Sixth,,,,,,,,,,,
3,103,235.292,101.514,34.16,101.514,510,741,7.11E-15,101.514,Sixth,,,,,,,,,,,
4,65,233.338,63.64,98.13,63.64,555,681,0,63.64,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,159,237.847,157.835,-8.746,157.835,510,669,0,157.835,Sixth,,,,,,,,,,,
2,109,237.155,108.208,-46.123,108.208,558,645,0,108.208,Sixth,,,,,,,,,,,
3,135,239.416,133.929,15.593,133.929,525,690,0,133.929,Sixth,,,,,,,,,,,
4,74,241.315,73.055,70.821,73.055,576,711,3.55E-15,73.055,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,107,235.226,105.513,-14.826,105.513,486,678,3.55E-15,105.513,Sixth,,,,,,,,,,,
2,90,235.096,89.499,-39.56,89.499,504,663,0,89.499,Sixth,,,,,,,,,,,
3,104,238.485,103.446,16.858,103.446,492,693,0,103.446,Sixth,,,,,,,,,,,
4,57,237.112,56.045,74.476,56.045,537,714,0,56.045,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,135,233.774,133.929,-15.593,133.929,489,477,7.11E-15,133.929,Sixth,,,,,,,,,,,
2,122,229.247,120.934,-43.995,120.934,501,447,0,120.934,Sixth,,,,,,,,,,,
3,132,235.391,131.214,10.539,131.214,486,492,0,131.214,Sixth,,,,,,,,,,,
4,70,237.148,69.26,72.35,69.26,534,525,0,69.26,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,121,247.517,120.075,-12.995,120.075,570,675,0,120.075,Sixth,,,,,,,,,,,
2,99,247.44,98.407,-37.569,98.407,594,660,0,98.407,Sixth,,,,,,,,,,,
3,124,249.722,123.329,18.435,123.329,579,702,0,123.329,Sixth,,,,,,,,,,,
4,67,248.227,66.272,84.806,66.272,636,717,0,66.272,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,127,211.61,125.929,-12.381,125.929,489,510,0,125.929,Sixth,,,,,,,,,,,
2,99,219.319,97.673,-42.51,97.673,522,492,0,97.673,Sixth,,,,,,,,,,,
3,137,210.446,135.665,18.034,135.665,492,537,0,135.665,Sixth,,,,,,,,,,,
4,68,219.111,67.082,79.695,67.082,558,561,0,67.082,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,98,238.539,96.747,-7.125,96.747,531,591,0,96.747,Sixth,,,,,,,,,,,
2,76,239.562,75,-36.87,75,549,579,0,75,Sixth,,,,,,,,,,,
3,102,237.424,100.846,22.751,100.846,528,612,0,100.846,Sixth,,,,,,,,,,,
4,55,238.082,54.332,83.66,54.332,582,624,0,54.332,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,110,230.456,108.665,-6.34,108.665,564,615,0,108.665,Sixth,,,,,,,,,,,
2,97,225.503,96.047,-38.66,96.047,579,591,0,96.047,Sixth,,,,,,,,,,,
3,123,229.942,122.156,24.677,122.156,573,645,0,122.156,Sixth,,,,,,,,,,,
4,74,221.709,72.56,82.875,72.56,624,657,0,72.56,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,140,234.725,138.521,-4.97,138.521,582,705,0,138.521,Sixth,,,,,,,,,,,
2,116,234.271,115.412,-27.897,115.412,600,681,0,115.412,Sixth,,,,,,,,,,,
3,134,234.929,132.883,28.301,132.883,591,729,7.11E-15,132.883,Sixth,,,,,,,,,,,
4,71,235.649,69.584,97.431,69.584,651,672,1.78E-15,69.584,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,113,233.977,111.647,-6.17,111.647,558,807,0,111.647,Sixth,,,,,,,,,,,
2,84,235.296,83.409,-37.694,83.409,582,777,0,83.409,Sixth,,,,,,,,,,,
3,98,242.266,96.933,21.801,96.933,561,819,0,96.933,Sixth,,,,,,,,,,,
4,55,239.878,54.083,86.82,54.083,612,831,0,54.083,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,89,240.544,88.284,-9.782,88.284,576,600,1.78E-15,88.284,Sixth,,,,,,,,,,,
2,71,242.049,69.971,-30.964,69.971,594,591,0,69.971,Sixth,,,,,,,,,,,
3,97,243.463,95.859,20.136,95.859,582,621,0,95.859,Sixth,,,,,,,,,,,
4,53,241.924,51.788,79.992,51.788,624,633,0,51.788,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,122,236.148,121.342,-8.531,121.342,660,696,0,121.342,Sixth,,,,,,,,,,,
2,73,236.296,72.125,-45,72.125,693,678,0,72.125,Sixth,,,,,,,,,,,
3,93,237.51,92.027,19.026,92.027,678,717,0,92.027,Sixth,,,,,,,,,,,
4,49,238.747,48.374,82.875,48.374,726,729,0,48.374,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,110,237.31,108.665,-6.34,108.665,660,807,0,108.665,Sixth,,,,,,,,,,,
2,87,239.655,85.907,-24.775,85.907,675,798,0,85.907,Sixth,,,,,,,,,,,
3,102,238.652,100.578,17.354,100.578,660,825,0,100.578,Sixth,,,,,,,,,,,
4,43,241.193,42.426,81.87,42.426,714,837,8.88E-16,42.426,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,110,233.286,109.037,-7.907,109.037,540,711,0,109.037,Sixth,,,,,,,,,,,
2,85,232.488,84.054,-34.824,84.054,558,693,0,84.054,Sixth,,,,,,,,,,,
3,118,233.668,116.692,17.969,116.692,534,729,7.11E-15,116.692,Sixth,,,,,,,,,,,
4,67,228.218,66.272,84.806,66.272,600,750,0,66.272,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,109,230.281,107.541,-22.989,107.541,519,789,0,107.541,Sixth,,,,,,,,,,,
